Post_ID,Category,Author,Likes,Shares,Comments,Post_Length,Date_Posted,Hashtags,Sentiment_Score
POST_316,Tech,mark90,1302,471,289,71,12-11-2023,"new, hit, civil",0.37
POST_317,Tech,pramsey,1931,109,288,81,13-11-2023,"source, analysis, itself",0.36
POST_318,Tech,vward,319,866,45,172,14-11-2023,"new, them, eight",0.11
POST_319,Tech,xanderson,1680,36,80,71,15-11-2023,"some, game, ago",0.13
POST_320,Tech,brittany63,4455,991,428,204,16-11-2023,"sure, field, entire",0.47
POST_321,Food,sandra46,3253,582,146,159,17-11-2023,"wife, mission, early",-0.46
POST_322,Fashion,fischerjamie,1624,800,221,64,18-11-2023,"hundred, provide, property",-0.29
POST_323,Tech,kthompson,2942,30,342,173,19-11-2023,"probably, say, customer",0.74
POST_324,Fashion,asnyder,1745,950,14,93,20-11-2023,"game, these, financial",-0.38
POST_325,Fashion,robertscott,3308,380,378,164,21-11-2023,"though, expert, computer",0.09
POST_326,Tech,michael78,3312,267,120,263,22-11-2023,"professional, accept, soon",0.41
POST_327,Food,kramirez,1495,10,77,269,23-11-2023,"practice, week, both",1
POST_328,Tech,jessica34,269,343,321,279,24-11-2023,"candidate, easy, and",-0.13
POST_329,Food,friedmantimothy,102,839,294,58,25-11-2023,"firm, present, all",-0.14
POST_330,Fashion,jennifer76,1807,543,240,83,26-11-2023,"artist, thus, affect",0.69
POST_331,Food,tiffany19,1716,568,17,277,27-11-2023,"news, control, recent",0.61
POST_332,Food,snelson,2835,165,255,122,28-11-2023,"same, consider, be",0.46
POST_333,Food,hayers,769,699,453,192,29-11-2023,"prevent, very, friend",-0.07
POST_334,Fashion,holly81,455,341,442,239,30-11-2023,"campaign, work, various",-0.35
POST_335,Fashion,shafferariel,2344,481,415,94,01-12-2023,"fire, get, dream",0.22
POST_336,Food,deborahbarker,121,18,276,261,02-12-2023,"beyond, indicate, strategy",0.75
POST_337,Food,billy83,2103,627,423,121,03-12-2023,"yeah, wife, focus",0.77
POST_338,Tech,shannontucker,1279,979,475,107,04-12-2023,"step, offer, color",-0.78
POST_339,Food,robert18,1617,183,26,269,05-12-2023,"apply, yeah, simple",-0.14
POST_340,Tech,jamieramirez,3732,781,1,164,06-12-2023,"lead, world, cell",-0.07
POST_341,Food,bryan67,3003,544,352,68,07-12-2023,"fund, prepare, unit",0.96
POST_342,Tech,lindseyerickson,4532,9,463,65,08-12-2023,"rate, kitchen, life",0.36
POST_343,Fashion,ybell,748,591,294,124,09-12-2023,"gas, home, various",-0.19
POST_344,Food,nicholas38,876,191,469,155,10-12-2023,"example, most, follow",-0.95
POST_345,Food,teresa18,398,319,311,185,11-12-2023,"when, time, direction",0.13
POST_346,Food,michael20,3958,701,362,210,12-12-2023,"only, born, happen",-0.81
POST_347,Food,randall19,357,579,382,123,13-12-2023,"yeah, run, threat",0.67
POST_348,Tech,patriciaberry,3466,474,238,67,14-12-2023,"long, theory, report",0.51
POST_349,Food,tony51,2384,859,12,212,15-12-2023,"less, offer, despite",-0.08
POST_350,Fashion,montesdavid,4911,636,381,92,16-12-2023,"space, enjoy, couple",-0.14
POST_351,Fashion,pmorris,4870,426,183,99,17-12-2023,"technology, type, program",0.79
POST_352,Food,rebecca57,2859,847,193,52,18-12-2023,"give, increase, say",-0.42
POST_353,Fashion,michael87,3608,58,461,268,19-12-2023,"total, respond, prepare",-0.5
POST_354,Food,qnelson,4528,435,55,108,20-12-2023,"laugh, knowledge, myself",0.88
POST_355,Food,brucerobert,3527,96,229,77,21-12-2023,"month, the, green",0.62
POST_356,Fashion,benjamin27,4670,495,488,95,22-12-2023,"remain, seek, people",0.64
POST_357,Food,gonzalezjeffrey,2736,786,27,113,23-12-2023,"understand, of, feel",-0.61
POST_358,Fashion,meganaguilar,3035,660,319,119,24-12-2023,"father, physical, speech",-0.71
POST_359,Tech,olsonlaura,325,277,70,96,25-12-2023,"claim, mission, price",-0.95
POST_360,Food,triciaevans,2597,264,209,191,26-12-2023,"none, respond, my",-0.53
POST_361,Tech,abrown,2814,8,447,184,27-12-2023,"boy, throughout, college",0.55
POST_362,Fashion,tammyrodriguez,386,456,183,251,28-12-2023,"great, continue, exactly",-0.52
POST_363,Tech,zhanglogan,2023,794,424,256,29-12-2023,"magazine, recognize, risk",0.46
POST_364,Tech,reynoldsjack,3029,272,374,208,30-12-2023,"me, effort, bag",-0.5
POST_365,Fashion,mary01,4626,939,355,270,31-12-2023,"new, maintain, no",-0.21
POST_366,Tech,smithcody,4018,812,40,155,01-01-2024,"energy, avoid, state",0.97
POST_367,Tech,mkhan,960,7,483,130,02-01-2024,"husband, order, kitchen",-0.51
POST_368,Fashion,kristen15,2046,207,491,100,03-01-2024,"improve, crime, investment",-0.25
POST_369,Tech,lewissherri,3179,913,259,78,04-01-2024,"increase, hair, heart",-0.4
POST_370,Fashion,karenpoole,4254,636,440,162,05-01-2024,"song, once, range",-0.78
POST_371,Tech,gmartinez,3807,122,413,192,06-01-2024,"community, collection, long",-0.02
POST_372,Fashion,andreabrown,377,32,343,177,07-01-2024,"receive, during, that",-0.24
POST_373,Fashion,david32,1849,512,83,139,08-01-2024,"pull, less, growth",0.39
POST_374,Tech,bauerpaige,364,203,45,253,09-01-2024,"system, lay, save",0.64
POST_375,Tech,mark95,3595,517,439,74,10-01-2024,"choice, reflect, successful",0.09
POST_376,Tech,gabrielmiller,1184,808,158,238,11-01-2024,"serious, girl, exist",-0.94
POST_377,Food,keith81,2796,950,343,90,12-01-2024,"lose, organization, fast",0.24
POST_378,Food,ofletcher,4926,516,6,118,13-01-2024,"series, according, now",-0.89
POST_379,Food,richardgarcia,1570,442,473,53,14-01-2024,"do, before, those",0.23
POST_380,Fashion,jamesvelez,205,591,332,154,15-01-2024,"show, reduce, however",0.37
POST_381,Tech,andersonrobert,1774,785,437,234,16-01-2024,"enter, last, image",-0.6
POST_382,Fashion,estradaamber,3393,688,135,80,17-01-2024,"ask, open, book",0.64
POST_383,Food,johndaniels,936,849,182,180,18-01-2024,"sort, treat, back",0.82
POST_384,Tech,tanya57,3123,832,196,166,19-01-2024,"notice, near, young",0.63
POST_385,Fashion,kristinaholt,2855,338,171,244,20-01-2024,"news, civil, bag",-0.39
POST_386,Tech,brianmcgrath,771,437,396,139,21-01-2024,"marriage, station, man",0.17
POST_387,Fashion,harrisbryan,962,444,348,227,22-01-2024,"begin, tax, sister",0.83
POST_388,Tech,gking,3407,135,275,194,23-01-2024,"morning, instead, include",-0.36
POST_389,Food,karenrose,920,386,77,237,24-01-2024,"writer, recently, pay",0.64
POST_390,Food,hernandezrebecca,4158,24,415,251,25-01-2024,"carry, yeah, sea",-0.98
POST_391,Tech,lauren66,547,505,443,115,26-01-2024,"talk, stay, represent",-0.99
POST_392,Fashion,mario88,1806,324,177,137,27-01-2024,"whatever, anything, carry",0.52
POST_393,Food,ztorres,1167,694,26,252,28-01-2024,"break, religious, with",0.52
POST_394,Food,victoria50,3459,679,119,73,29-01-2024,"stage, reduce, out",0.58
POST_395,Food,brandon31,2878,978,280,148,30-01-2024,"establish, purpose, her",0.86
POST_396,Tech,lgreen,1697,337,307,264,31-01-2024,"information, when, drop",-0.76
POST_397,Tech,marcuslewis,3033,689,195,209,01-02-2024,"win, direction, yeah",-0.54
POST_398,Fashion,jessica17,192,884,276,264,02-02-2024,"what, ability, different",0.81
POST_399,Fashion,sarahprice,2811,94,17,275,03-02-2024,"law, away, black",-0.65
POST_400,Fashion,nbaird,3485,544,294,154,04-02-2024,"theory, common, away",0.36
POST_401,Tech,dawnhansen,4710,622,270,68,05-02-2024,"ability, fill, friend",0.06
POST_402,Tech,rmartinez,2481,145,52,115,06-02-2024,"certainly, town, allow",-0.83
POST_403,Fashion,harrisonnathan,4562,892,293,109,07-02-2024,"number, music, evidence",-0.43
POST_404,Fashion,srodriguez,1898,952,431,164,08-02-2024,"history, very, head",0.04
POST_405,Tech,dawn88,2746,230,51,243,09-02-2024,"throw, good, weight",0.7
POST_406,Fashion,garciachristine,1767,783,215,64,10-02-2024,"us, budget, south",0.42
POST_407,Food,robert29,3122,847,71,134,11-02-2024,"me, student, ready",0.24
POST_408,Tech,masonjacob,1117,494,27,212,12-02-2024,"take, science, laugh",-0.01
POST_409,Fashion,fraziervicki,2836,37,468,246,13-02-2024,"window, since, late",-0.4
POST_410,Tech,angelagarcia,3841,424,399,204,14-02-2024,"who, admit, election",-0.76
POST_411,Food,csmith,1338,646,251,137,15-02-2024,"hot, that, beyond",-0.18
POST_412,Tech,hbarnes,3921,845,373,56,16-02-2024,"condition, include, heavy",-0.94
POST_413,Tech,wbrown,1856,746,399,55,17-02-2024,"nation, question, interest",-0.58
POST_414,Tech,simpsonariana,1554,436,34,174,18-02-2024,"artist, house, with",-0.14
POST_415,Tech,ymckinney,3358,830,400,82,19-02-2024,"also, happen, strong",-0.16
POST_416,Food,angelamartinez,3001,367,200,107,20-02-2024,"often, offer, certainly",-0.91
POST_417,Tech,whitechristine,121,344,248,226,21-02-2024,"go, store, whatever",0.18
POST_418,Tech,qhernandez,1740,159,98,194,22-02-2024,"blue, available, street",0.1
POST_419,Fashion,danderson,1394,549,307,159,23-02-2024,"recent, condition, pattern",-0.84
POST_420,Tech,lopezdylan,3353,661,476,91,24-02-2024,"main, that, myself",0.89
POST_421,Fashion,stephenroberts,3163,911,486,143,25-02-2024,"heavy, participant, perhaps",-0.8
POST_422,Food,marcogarza,932,819,465,249,26-02-2024,"reveal, become, all",0.71
POST_423,Food,mshelton,4284,540,139,217,27-02-2024,"few, family, world",-1
POST_424,Food,michaelweaver,2712,143,82,223,28-02-2024,"activity, which, total",0.76
POST_425,Food,gilmorejames,1554,587,47,248,29-02-2024,"everybody, admit, involve",-0.96
POST_426,Fashion,millerryan,2513,656,277,247,01-03-2024,"management, do, computer",0.52
POST_427,Tech,gomeztiffany,2603,740,378,245,02-03-2024,"first, partner, really",-0.28
POST_428,Food,nicolemccoy,782,575,247,178,03-03-2024,"short, employee, ball",0.48
POST_429,Tech,lindseyross,1798,858,382,128,04-03-2024,"catch, full, dog",-0.2
POST_430,Fashion,qmiller,3974,344,176,144,05-03-2024,"answer, tax, old",-0.86
POST_431,Fashion,michelledavis,473,268,51,266,06-03-2024,"development, ground, chance",0.54
POST_432,Fashion,bgarcia,3528,839,78,160,07-03-2024,"small, concern, really",-0.86
POST_433,Food,uphillips,1641,695,384,146,08-03-2024,"accept, citizen, down",0.84
POST_434,Tech,valeriespencer,4535,772,321,229,09-03-2024,"group, politics, wind",-0.9
POST_435,Tech,alexandrawashington,4487,267,63,212,10-03-2024,"use, almost, rich",-0.04
POST_436,Tech,spencereric,4759,168,7,168,11-03-2024,"personal, offer, protect",0.45
POST_437,Fashion,veronica80,542,770,213,118,12-03-2024,"game, she, stay",-0.21
POST_438,Food,sstone,241,738,24,182,13-03-2024,"against, eye, under",-0.57
POST_439,Fashion,cardenasmichael,548,32,449,277,14-03-2024,"option, hope, third",0.52
POST_440,Fashion,charles60,4967,376,255,194,15-03-2024,"board, already, benefit",0.57
POST_441,Tech,lindsey86,1306,213,242,230,16-03-2024,"important, reality, would",0.85
POST_442,Fashion,davisjustin,2018,561,456,101,17-03-2024,"commercial, born, action",-0.25
POST_443,Tech,matthew34,4372,439,456,191,18-03-2024,"former, protect, why",0.01
POST_444,Food,escobarthomas,2236,491,460,171,19-03-2024,"second, pull, then",-0.27
POST_445,Tech,hillmisty,866,392,197,78,20-03-2024,"southern, Democrat, tree",-0.49
POST_446,Food,codybaker,3270,488,93,185,21-03-2024,"away, seat, can",0.5
POST_447,Tech,christopher59,1523,721,206,275,22-03-2024,"act, your, office",-0.32
POST_448,Fashion,yrich,1136,945,434,153,23-03-2024,"knowledge, realize, sense",-0.14
POST_449,Fashion,brookskevin,4249,28,436,50,24-03-2024,"against, win, can",-0.19
POST_450,Food,jamescarter,1924,38,14,78,25-03-2024,"close, series, ok",0.43
POST_451,Food,rmorris,920,858,177,213,26-03-2024,"write, hour, in",0.84
POST_452,Food,taylor71,4813,611,454,228,27-03-2024,"town, life, bar",0.33
POST_453,Tech,jonathankim,2092,172,377,214,28-03-2024,"difference, treatment, example",-0.06
POST_454,Tech,qmartinez,322,16,74,270,29-03-2024,"career, since, compare",0.56
POST_455,Food,brooksjohn,1079,55,103,118,30-03-2024,"television, any, close",0.28
POST_456,Fashion,lisagonzales,3268,225,293,102,31-03-2024,"new, hold, offer",-0.88
POST_457,Tech,ahardin,4119,557,167,273,01-04-2024,"make, and, yourself",-0.81
POST_458,Tech,amanda82,1101,66,449,173,02-04-2024,"training, relate, now",-0.92
POST_459,Tech,youngmichael,4083,196,114,229,03-04-2024,"deal, drive, science",-0.09
POST_460,Food,dbridges,1623,653,495,137,04-04-2024,"learn, expect, party",0.65
POST_461,Food,xhutchinson,3240,834,38,132,05-04-2024,"individual, past, last",-0.37
POST_462,Food,michael48,4438,22,457,61,06-04-2024,"city, theory, pass",-0.23
POST_463,Food,paul65,3847,998,363,101,07-04-2024,"condition, artist, my",0.82
POST_464,Food,alexis61,3339,605,272,178,08-04-2024,"federal, teach, language",0.67
POST_465,Fashion,garzachristopher,3797,753,134,184,09-04-2024,"rest, eight, listen",0.33
POST_466,Fashion,donnahall,2155,236,373,194,10-04-2024,"listen, customer, throw",-0.47
POST_467,Food,xcharles,357,956,231,176,11-04-2024,"send, help, onto",-0.77
POST_468,Tech,tracey72,3409,918,38,275,12-04-2024,"safe, prove, trip",-0.97
POST_469,Food,jasminerickson,3226,922,451,220,13-04-2024,"traditional, government, subject",-0.79
POST_470,Fashion,tfrench,1301,565,290,120,14-04-2024,"why, next, hair",-0.41
POST_471,Fashion,wfuller,2797,137,306,66,15-04-2024,"artist, piece, your",0.1
POST_472,Tech,joelzuniga,1567,472,46,236,16-04-2024,"Democrat, parent, main",-0.87
POST_473,Fashion,gmoreno,1428,844,35,52,17-04-2024,"together, space, the",-0.73
POST_474,Food,jeremy56,4941,783,319,78,18-04-2024,"behavior, follow, new",-0.64
POST_475,Tech,apotter,2011,552,94,71,19-04-2024,"no, enough, network",0.26
POST_476,Food,megan29,4355,609,472,215,20-04-2024,"again, religious, decide",0.23
POST_477,Food,jacqueline47,2913,694,360,103,21-04-2024,"very, building, reason",0.1
POST_478,Tech,slee,2706,639,12,156,22-04-2024,"effort, detail, up",-0.5
POST_479,Food,katie54,2544,228,145,270,23-04-2024,"put, buy, soldier",-0.26
POST_480,Fashion,catherine62,4617,316,404,227,24-04-2024,"voice, very, may",-0.81
POST_481,Food,hollywalsh,4055,597,367,118,25-04-2024,"father, word, best",-0.55
POST_482,Tech,charleswilliams,3613,767,64,207,26-04-2024,"including, peace, common",0.8
POST_483,Tech,eatkinson,972,720,227,200,27-04-2024,"stuff, camera, son",0.96
POST_484,Tech,lrhodes,4282,726,241,262,28-04-2024,"measure, moment, product",0.3
POST_485,Food,christopher83,4512,885,7,169,29-04-2024,"dream, system, campaign",0.83
POST_486,Tech,daustin,3009,611,499,267,30-04-2024,"water, to, article",0.29
POST_487,Tech,martinandrew,233,560,303,96,01-05-2024,"mother, red, entire",-0.93
POST_488,Food,timothysmith,3408,200,340,198,02-05-2024,"stand, majority, speak",0.99
POST_489,Fashion,ejackson,1448,947,42,69,03-05-2024,"industry, effect, defense",-0.8
POST_490,Food,cabrerajulia,2846,257,243,200,04-05-2024,"when, model, paper",0.37
POST_491,Tech,tmccarthy,586,479,180,245,05-05-2024,"reality, better, even",-0.49
POST_492,Tech,jennifer54,1323,887,84,198,06-05-2024,"trade, discover, interview",-0.22
POST_493,Food,joseph19,3017,177,154,70,07-05-2024,"either, economic, per",0.29
POST_494,Fashion,russellross,3099,756,274,50,08-05-2024,"despite, sport, treat",-0.13
POST_495,Tech,sandra06,1146,122,22,192,09-05-2024,"cost, face, age",-0.5
POST_496,Tech,jenniferdavila,1355,341,114,66,10-05-2024,"offer, interview, money",-0.33
POST_497,Tech,higginsmarcus,965,170,305,100,11-05-2024,"space, start, outside",-0.32
POST_498,Food,adampowers,3131,844,434,240,12-05-2024,"minute, player, reach",0.92
POST_499,Tech,matthewhernandez,4297,647,298,63,13-05-2024,"nor, memory, table",0.6
POST_500,Fashion,joneschristopher,1078,58,98,108,14-05-2024,"require, recognize, direction",-0.08
POST_501,Tech,vpeterson,2027,704,103,132,15-05-2024,"amount, both, best",-0.6
POST_502,Tech,michelle75,3404,464,371,99,16-05-2024,"term, role, ever",0.62
POST_503,Fashion,gmendoza,2561,779,50,173,17-05-2024,"authority, statement, current",-0.69
POST_504,Tech,schaeferellen,320,259,361,83,18-05-2024,"minute, ready, discover",-0.58
POST_505,Food,jonathan32,1236,372,111,55,19-05-2024,"that, movie, pretty",-0.27
POST_506,Food,gparks,4605,972,452,158,20-05-2024,"agent, on, build",0.76
POST_507,Food,kathryn36,4250,94,243,98,21-05-2024,"need, wall, tough",-0.74
POST_508,Fashion,jessekirby,3814,124,168,55,22-05-2024,"record, area, science",-0.76
POST_509,Tech,lindseyalexander,2448,40,71,166,23-05-2024,"ground, cause, reality",-0.01
POST_510,Food,james95,4579,890,138,167,24-05-2024,"lead, peace, owner",-0.45
POST_511,Fashion,walter86,4285,253,335,246,25-05-2024,"art, value, this",0.14
POST_512,Tech,longhunter,4232,6,230,56,26-05-2024,"decision, close, throughout",-0.1
POST_513,Fashion,hernandezjill,1761,470,238,146,27-05-2024,"news, use, behavior",-0.13
POST_514,Food,nancy16,2280,727,471,254,28-05-2024,"draw, pass, player",-0.78
POST_515,Food,wbrown,178,510,252,228,29-05-2024,"then, plant, single",-0.72
POST_516,Food,jennifer98,1319,580,468,167,30-05-2024,"north, space, kitchen",0.64
POST_517,Fashion,sparksmeredith,3722,68,435,178,31-05-2024,"join, he, senior",0.77
POST_518,Fashion,fuentesdavid,1651,80,406,190,01-06-2024,"thought, here, animal",-0.53
POST_519,Food,robertjones,4815,541,48,220,02-06-2024,"and, hit, gas",-0.77
POST_520,Fashion,ronaldbentley,4020,584,421,76,03-06-2024,"statement, think, run",-0.89
POST_521,Food,tammy48,4294,261,302,248,04-06-2024,"will, window, Republican",0.22
POST_522,Food,zroberts,4997,88,71,165,05-06-2024,"level, something, billion",0.43
POST_523,Tech,lisa82,677,914,262,180,06-06-2024,"popular, short, do",-0.25
POST_524,Fashion,sherriscott,3847,207,321,107,07-06-2024,"yes, guess, four",0.36
POST_525,Food,ashleepeterson,2094,212,221,138,08-06-2024,"recently, although, season",0.43
POST_526,Food,john23,3602,833,76,146,09-06-2024,"night, study, floor",0.87
POST_527,Fashion,zgibson,2391,265,61,66,10-06-2024,"cut, past, eight",-0.87
POST_528,Tech,ehernandez,3264,911,470,222,11-06-2024,"evening, these, brother",-0.62
POST_529,Tech,austinglen,299,292,156,255,12-06-2024,"trial, give, coach",-0.86
POST_530,Food,christychan,2975,206,293,150,13-06-2024,"pull, none, current",0.74
POST_531,Fashion,jacob41,1024,332,124,235,14-06-2024,"drop, south, contain",0.59
POST_532,Tech,alison79,1375,76,228,233,15-06-2024,"prevent, drive, day",0.15
POST_533,Fashion,madisonjimenez,1033,287,339,231,16-06-2024,"development, purpose, to",-0.83
POST_534,Fashion,sandra16,938,46,160,264,17-06-2024,"them, yet, upon",-0.45
POST_535,Food,ucuevas,2987,621,28,265,18-06-2024,"yes, any, set",-0.4
POST_536,Tech,megan24,2167,199,113,78,19-06-2024,"among, marriage, be",0.12
POST_537,Food,lmcgee,2722,426,78,151,20-06-2024,"college, image, authority",-0.48
POST_538,Tech,john39,1376,209,22,172,21-06-2024,"hotel, reality, popular",-0.85
POST_539,Tech,stephanievelasquez,520,887,105,103,22-06-2024,"surface, plan, responsibility",0.46
POST_540,Tech,lopezclaudia,2037,419,130,76,23-06-2024,"receive, traditional, probably",-0.4
POST_541,Tech,christopher32,140,153,356,151,24-06-2024,"modern, appear, loss",-0.1
POST_542,Tech,barkerjennifer,579,521,476,166,25-06-2024,"listen, decision, civil",-0.74
POST_543,Fashion,jeffreyperry,4806,414,172,153,26-06-2024,"step, city, heavy",0.61
